strategy,token,timeframe,sl_mult,tp_mult,pf,win_rate,trades,max_dd,net_profit,sharpe,avg_rr,score,passed,reject_reason
Mean Rev,FARTCOIN,1H,1.5,2.0,1.11,57.9,57,19.2,7.2,0.12,0.76,1.11,True,
Mean Rev,FARTCOIN,1H,1.5,2.5,1.25,59.6,57,18.1,17.2,0.21,0.84,1.25,True,
Mean Rev,FARTCOIN,1H,1.5,3.0,1.39,59.6,57,17.0,28.1,0.3,0.92,1.39,True,
Mean Rev,FARTCOIN,1H,1.5,4.0,1.65,59.6,57,14.7,52.5,0.45,1.06,1.65,True,
Mean Rev,FARTCOIN,1H,1.5,5.0,1.89,59.6,57,13.6,80.3,0.56,1.2,1.89,True,
Mean Rev,FARTCOIN,1H,2.0,2.5,1.22,59.6,57,15.5,12.4,0.19,0.72,1.22,True,
Mean Rev,FARTCOIN,1H,2.0,3.0,1.35,59.6,57,14.6,20.2,0.27,0.78,1.35,True,
Mean Rev,FARTCOIN,1H,2.0,4.0,1.59,59.6,57,12.8,37.2,0.42,0.89,1.59,True,
Mean Rev,FARTCOIN,1H,2.0,5.0,1.82,59.6,57,11.2,55.8,0.53,0.99,1.82,True,
Mean Rev,FARTCOIN,1H,2.5,3.0,1.34,59.6,57,11.4,16.2,0.26,0.66,1.34,True,
Mean Rev,FARTCOIN,1H,2.5,4.0,1.59,59.6,57,9.9,29.2,0.4,0.75,1.59,True,
Mean Rev,FARTCOIN,1H,2.5,5.0,1.82,59.6,57,9.3,43.2,0.51,0.83,1.82,True,
Mean Rev,POPCAT,1H,1.0,1.5,0.7,47.8,23,93.5,-73.1,0.19,0.6,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.0,2.0,0.72,47.8,23,93.5,-72.3,0.2,0.67,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.0,2.5,0.73,47.8,23,93.5,-71.4,0.2,0.73,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.0,3.0,0.74,47.8,23,93.5,-70.5,0.21,0.8,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.0,4.0,0.76,47.8,23,93.5,-68.9,0.22,0.9,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.0,5.0,0.77,47.8,23,93.5,-67.5,0.23,0.99,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.25,1.5,0.9,47.8,23,75.2,-17.8,0.19,0.54,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.25,2.0,0.91,47.8,23,75.2,-15.9,0.19,0.59,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.25,2.5,0.93,47.8,23,75.2,-13.8,0.2,0.65,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.25,3.0,0.94,47.8,23,75.2,-11.6,0.21,0.7,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.25,4.0,0.96,47.8,23,75.2,-7.8,0.22,0.78,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.25,5.0,0.98,47.8,23,75.2,-4.5,0.22,0.85,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.5,2.0,1.04,47.8,23,63.0,6.3,0.19,0.55,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.5,2.5,1.06,47.8,23,63.0,8.5,0.2,0.59,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.5,3.0,1.07,47.8,23,63.0,10.8,0.2,0.63,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.5,4.0,1.1,47.8,23,63.0,14.8,0.21,0.7,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,1.5,5.0,1.12,47.8,23,63.0,18.3,0.22,0.76,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.0,2.5,1.22,47.8,23,47.7,21.8,0.19,0.52,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.0,3.0,1.23,47.8,23,47.7,23.7,0.2,0.55,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.0,4.0,1.26,47.8,23,47.7,27.1,0.21,0.6,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.0,5.0,1.28,47.8,23,47.7,30.0,0.22,0.65,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.5,3.0,1.32,47.8,23,38.6,25.0,0.2,0.5,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.5,4.0,1.35,47.8,23,38.6,27.7,0.2,0.54,0.0,False,max_dd>=25.0
Mean Rev,POPCAT,1H,2.5,5.0,1.38,47.8,23,38.6,30.0,0.21,0.58,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.0,1.5,0.55,45.5,33,75.4,-68.0,-0.32,0.83,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.0,2.0,0.55,48.5,33,75.2,-67.9,-0.32,0.87,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.0,2.5,0.55,48.5,33,74.7,-67.6,-0.32,0.92,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.0,3.0,0.55,48.5,33,74.2,-67.3,-0.31,0.97,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.0,4.0,0.57,48.5,33,73.1,-66.0,-0.3,1.06,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.0,5.0,0.6,48.5,33,72.1,-63.9,-0.27,1.15,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.25,1.5,0.56,46.9,32,65.3,-56.6,-0.31,0.79,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.25,2.0,0.56,50.0,32,65.0,-56.6,-0.31,0.83,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.25,2.5,0.56,50.0,32,64.5,-56.3,-0.3,0.87,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.25,3.0,0.56,50.0,32,63.9,-55.9,-0.3,0.9,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.25,4.0,0.58,50.0,32,62.7,-54.5,-0.28,0.98,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.25,5.0,0.61,50.0,32,62.4,-52.3,-0.26,1.05,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.5,2.0,0.56,50.0,32,57.6,-48.8,-0.3,0.78,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.5,2.5,0.56,50.0,32,57.0,-48.5,-0.3,0.81,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.5,3.0,0.57,50.0,32,56.4,-48.1,-0.29,0.84,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.5,4.0,0.59,50.0,32,55.5,-46.7,-0.28,0.9,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,1.5,5.0,0.62,50.0,32,55.5,-44.6,-0.25,0.97,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.0,2.5,0.57,50.0,32,46.6,-38.2,-0.29,0.73,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.0,3.0,0.58,50.0,32,46.1,-37.9,-0.29,0.76,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.0,4.0,0.6,50.0,32,45.8,-36.6,-0.27,0.81,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.0,5.0,0.62,50.0,32,45.8,-34.7,-0.25,0.85,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.5,3.0,0.58,50.0,32,39.6,-31.6,-0.29,0.7,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.5,4.0,0.6,50.0,32,39.6,-30.4,-0.27,0.74,0.0,False,max_dd>=25.0
Mean Rev,MEW,1H,2.5,5.0,0.63,50.0,32,39.6,-28.8,-0.25,0.77,0.0,False,max_dd>=25.0
Mean Rev,PNUT,1H,1.0,1.5,0.83,55.3,38,22.4,-12.5,-0.09,0.91,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.0,2.0,0.95,55.3,38,20.8,-4.2,0.0,1.03,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.0,2.5,0.98,52.6,38,19.2,-1.7,0.03,1.1,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.0,3.0,1.08,52.6,38,17.7,6.5,0.1,1.21,1.08,True,
Mean Rev,PNUT,1H,1.0,4.0,1.26,52.6,38,16.1,23.8,0.23,1.41,1.26,True,
Mean Rev,PNUT,1H,1.0,5.0,1.43,52.6,38,16.1,41.8,0.32,1.58,1.43,True,
Mean Rev,PNUT,1H,1.25,1.5,0.82,55.3,38,19.2,-11.1,-0.1,0.81,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.25,2.0,0.93,55.3,38,17.9,-4.4,-0.01,0.9,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.25,2.5,0.97,52.6,38,16.6,-2.4,0.01,0.96,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.25,3.0,1.06,52.6,38,15.2,4.2,0.08,1.04,1.06,True,
Mean Rev,PNUT,1H,1.25,4.0,1.24,52.6,38,13.7,17.7,0.2,1.2,1.24,True,
Mean Rev,PNUT,1H,1.25,5.0,1.4,52.6,38,13.7,31.3,0.29,1.34,1.4,True,
Mean Rev,PNUT,1H,1.5,2.0,0.93,55.3,38,15.6,-3.7,-0.02,0.8,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.5,2.5,0.97,52.6,38,14.5,-2.0,0.01,0.85,0.0,False,unprofitable
Mean Rev,PNUT,1H,1.5,3.0,1.06,52.6,38,13.4,3.5,0.08,0.92,1.06,True,
Mean Rev,PNUT,1H,1.5,4.0,1.23,52.6,38,11.8,14.6,0.19,1.05,1.23,True,
Mean Rev,PNUT,1H,1.5,5.0,1.39,52.6,38,11.8,25.7,0.28,1.17,1.39,True,
Mean Rev,PNUT,1H,2.0,2.5,0.96,52.6,38,11.9,-1.9,-0.0,0.7,0.0,False,unprofitable
Mean Rev,PNUT,1H,2.0,3.0,1.05,52.6,38,11.0,2.2,0.06,0.75,1.05,True,
Mean Rev,PNUT,1H,2.0,4.0,1.21,52.6,38,9.4,10.4,0.17,0.85,1.21,True,
Mean Rev,PNUT,1H,2.0,5.0,1.36,52.6,38,9.4,18.4,0.26,0.94,1.36,True,
Mean Rev,PNUT,1H,2.5,3.0,1.05,52.6,38,9.1,2.1,0.06,0.64,1.05,True,
Mean Rev,PNUT,1H,2.5,4.0,1.21,52.6,38,7.6,8.6,0.17,0.72,1.21,True,
Mean Rev,PNUT,1H,2.5,5.0,1.36,52.6,38,7.6,15.0,0.25,0.79,1.36,True,
Mean Rev,MOODENG,1H,1.0,1.5,0.38,56.8,37,74.2,-57.5,-0.09,0.72,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.0,2.0,0.49,56.8,37,74.2,-49.1,-0.01,0.82,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.0,2.5,0.62,56.8,37,74.2,-38.2,0.07,0.91,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.0,3.0,0.77,56.8,37,74.2,-24.2,0.14,1.01,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.0,4.0,1.13,56.8,37,74.2,15.3,0.24,1.2,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.0,5.0,1.56,56.8,37,74.2,70.5,0.28,1.37,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.25,1.5,0.48,56.8,37,60.2,-40.0,-0.09,0.64,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.25,2.0,0.62,56.8,37,60.2,-30.4,-0.01,0.71,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.25,2.5,0.78,56.8,37,60.2,-18.2,0.07,0.79,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.25,3.0,0.97,56.8,37,60.2,-2.9,0.14,0.87,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.25,4.0,1.43,56.8,37,60.2,39.2,0.24,1.02,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.25,5.0,1.96,56.8,37,60.2,96.0,0.28,1.16,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.5,2.0,0.64,56.8,37,50.8,-24.0,-0.03,0.65,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.5,2.5,0.81,56.8,37,50.8,-13.3,0.05,0.73,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.5,3.0,1.01,56.8,37,50.8,0.6,0.12,0.8,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.5,4.0,1.52,56.8,37,50.8,39.8,0.23,0.95,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,1.5,5.0,2.11,56.8,37,50.8,92.3,0.28,1.08,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.0,2.5,0.9,56.8,37,38.8,-5.2,0.05,0.6,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.0,3.0,1.12,56.8,37,38.8,6.6,0.12,0.65,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.0,4.0,1.67,56.8,37,38.8,38.8,0.23,0.76,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.0,5.0,2.31,56.8,37,38.8,80.5,0.28,0.86,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.5,3.0,1.17,56.8,37,31.6,7.8,0.12,0.56,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.5,4.0,1.73,56.8,37,31.6,34.4,0.23,0.65,0.0,False,max_dd>=25.0
Mean Rev,MOODENG,1H,2.5,5.0,2.38,56.8,37,31.6,68.2,0.28,0.73,0.0,False,max_dd>=25.0
Mean Rev,PYTH,1H,1.0,1.5,2.74,73.7,19,7.5,25.1,0.69,1.16,1.7353,True,
Mean Rev,PYTH,1H,1.0,2.0,2.74,68.4,19,7.5,25.5,0.66,1.19,1.7353,True,
Mean Rev,PYTH,1H,1.0,2.5,2.84,68.4,19,7.5,27.0,0.66,1.22,1.7987,True,
Mean Rev,PYTH,1H,1.0,3.0,3.07,68.4,19,7.5,30.8,0.68,1.3,1.9443,True,
Mean Rev,PYTH,1H,1.0,4.0,3.09,68.4,19,7.5,31.0,0.69,1.3,1.957,True,
Mean Rev,PYTH,1H,1.0,5.0,3.09,68.4,19,7.5,31.0,0.69,1.3,1.957,True,
Mean Rev,PYTH,1H,1.25,1.5,4.2,82.4,17,4.8,26.1,0.85,1.08,2.38,True,
Mean Rev,PYTH,1H,1.25,2.0,4.08,76.5,17,4.8,25.8,0.8,1.09,2.312,True,
Mean Rev,PYTH,1H,1.25,2.5,4.22,76.5,17,4.8,26.9,0.8,1.12,2.3913,True,
Mean Rev,PYTH,1H,1.25,3.0,4.55,76.5,17,4.8,30.0,0.81,1.19,2.5783,True,
Mean Rev,PYTH,1H,1.25,4.0,4.58,76.5,17,4.8,30.2,0.81,1.2,2.5953,True,
Mean Rev,PYTH,1H,1.25,5.0,4.58,76.5,17,4.8,30.2,0.81,1.2,2.5953,True,
Mean Rev,PYTH,1H,1.5,2.0,3.82,76.5,17,4.7,22.4,0.77,1.0,2.1647,True,
Mean Rev,PYTH,1H,1.5,2.5,3.95,76.5,17,4.7,23.3,0.77,1.02,2.2383,True,
Mean Rev,PYTH,1H,1.5,3.0,4.23,76.5,17,4.7,25.8,0.79,1.08,2.397,True,
Mean Rev,PYTH,1H,1.5,4.0,4.26,76.5,17,4.7,26.0,0.79,1.09,2.414,True,
Mean Rev,PYTH,1H,1.5,5.0,4.26,76.5,17,4.7,26.0,0.79,1.09,2.414,True,
Mean Rev,PYTH,1H,2.0,2.5,5.33,82.4,17,2.4,22.1,0.87,0.88,3.0203,True,
Mean Rev,PYTH,1H,2.0,3.0,5.77,82.4,17,2.4,24.6,0.89,0.94,3.2697,True,
Mean Rev,PYTH,1H,2.0,4.0,6.04,82.4,17,2.4,25.9,0.9,0.98,3.4227,True,
Mean Rev,PYTH,1H,2.0,5.0,6.07,82.4,17,2.4,26.1,0.9,0.98,3.4397,True,
Mean Rev,PYTH,1H,2.5,3.0,5.26,81.2,16,2.3,20.7,0.85,0.87,2.8053,True,
Mean Rev,PYTH,1H,2.5,4.0,5.47,81.2,16,2.3,21.7,0.86,0.9,2.9173,True,
Mean Rev,PYTH,1H,2.5,5.0,5.5,81.2,16,2.3,21.9,0.86,0.9,2.9333,True,
Mean Rev,RAY,1H,1.0,1.5,7.73,88.2,17,5.6,37.8,1.02,1.17,4.3803,True,
Mean Rev,RAY,1H,1.0,2.0,8.56,88.2,17,5.6,42.5,1.03,1.27,4.8507,True,
Mean Rev,RAY,1H,1.0,2.5,9.86,88.2,17,5.6,49.8,1.04,1.41,5.5873,True,
Mean Rev,RAY,1H,1.0,3.0,10.13,88.2,17,5.6,51.3,1.03,1.45,5.7403,True,
Mean Rev,RAY,1H,1.0,4.0,10.09,88.2,17,5.6,51.1,1.03,1.45,5.7177,True,
Mean Rev,RAY,1H,1.0,5.0,10.09,88.2,17,5.6,51.1,1.03,1.45,5.7177,True,
Mean Rev,RAY,1H,1.25,1.5,6.69,88.2,17,5.3,30.0,0.97,1.08,3.791,True,
Mean Rev,RAY,1H,1.25,2.0,7.54,88.2,17,5.3,34.4,1.0,1.18,4.2727,True,
Mean Rev,RAY,1H,1.25,2.5,8.63,88.2,17,5.3,40.2,1.02,1.3,4.8903,True,
Mean Rev,RAY,1H,1.25,3.0,8.85,88.2,17,5.3,41.3,1.01,1.33,5.015,True,
Mean Rev,RAY,1H,1.25,4.0,8.82,88.2,17,5.3,41.2,1.01,1.32,4.998,True,
Mean Rev,RAY,1H,1.25,5.0,8.82,88.2,17,5.3,41.2,1.01,1.32,4.998,True,
Mean Rev,RAY,1H,1.5,2.0,6.73,88.2,17,5.0,28.8,0.96,1.08,3.8137,True,
Mean Rev,RAY,1H,1.5,2.5,7.58,88.2,17,5.0,33.0,0.99,1.17,4.2953,True,
Mean Rev,RAY,1H,1.5,3.0,7.76,88.2,17,5.0,33.9,0.98,1.2,4.3973,True,
Mean Rev,RAY,1H,1.5,4.0,7.74,88.2,17,5.0,33.8,0.98,1.19,4.386,True,
Mean Rev,RAY,1H,1.5,5.0,7.74,88.2,17,5.0,33.8,0.98,1.19,4.386,True,
Mean Rev,RAY,1H,2.0,2.5,13.17,93.8,16,2.4,29.1,1.08,0.98,7.024,True,
Mean Rev,RAY,1H,2.0,3.0,13.44,93.8,16,2.4,29.8,1.08,1.0,7.168,True,
Mean Rev,RAY,1H,2.0,4.0,13.41,93.8,16,2.4,29.7,1.08,1.0,7.152,True,
Mean Rev,RAY,1H,2.0,5.0,13.41,93.8,16,2.4,29.7,1.08,1.0,7.152,True,
Mean Rev,RAY,1H,2.5,3.0,11.4,93.3,15,2.3,23.8,1.01,0.88,5.7,True,
Mean Rev,RAY,1H,2.5,4.0,11.37,93.3,15,2.3,23.7,1.0,0.88,5.685,True,
Mean Rev,RAY,1H,2.5,5.0,11.37,93.3,15,2.3,23.7,1.0,0.88,5.685,True,
Mean Rev,W,1H,1.0,1.5,3.14,76.9,13,2.9,17.8,0.62,1.23,1.3607,True,
Mean Rev,W,1H,1.0,2.0,3.19,76.9,13,2.9,18.7,0.6,1.2,1.3823,True,
Mean Rev,W,1H,1.0,2.5,3.7,76.9,13,2.9,23.6,0.65,1.35,1.6033,True,
Mean Rev,W,1H,1.0,3.0,4.21,76.9,13,2.9,28.7,0.68,1.51,1.8243,True,
Mean Rev,W,1H,1.0,4.0,4.2,76.9,13,2.9,28.7,0.67,1.51,1.82,True,
Mean Rev,W,1H,1.0,5.0,4.2,76.9,13,2.9,28.7,0.67,1.51,1.82,True,
Mean Rev,W,1H,1.25,1.5,4.41,84.6,13,2.7,18.4,0.75,1.12,1.911,True,
Mean Rev,W,1H,1.25,2.0,4.27,84.6,13,2.7,17.8,0.68,1.06,1.8503,True,
Mean Rev,W,1H,1.25,2.5,5.09,84.6,13,2.7,22.7,0.73,1.21,2.2057,True,
Mean Rev,W,1H,1.25,3.0,5.92,84.6,13,2.7,27.7,0.76,1.36,2.5653,True,
Mean Rev,W,1H,1.25,4.0,5.83,84.6,13,2.7,27.2,0.75,1.35,2.5263,True,
Mean Rev,W,1H,1.25,5.0,5.83,84.6,13,2.7,27.2,0.75,1.35,2.5263,True,
Mean Rev,W,1H,1.5,2.0,8.7,92.3,13,2.5,19.6,0.85,0.94,3.77,True,
Mean Rev,W,1H,1.5,2.5,10.32,92.3,13,2.5,23.7,0.88,1.07,4.472,True,
Mean Rev,W,1H,1.5,3.0,12.0,92.3,13,2.5,28.0,0.89,1.2,5.2,True,
Mean Rev,W,1H,1.5,4.0,11.83,92.3,13,2.5,27.5,0.89,1.18,5.1263,True,
Mean Rev,W,1H,1.5,5.0,11.83,92.3,13,2.5,27.5,0.89,1.18,5.1263,True,
Mean Rev,W,1H,2.0,2.5,7.49,92.3,13,2.4,15.5,0.78,0.84,3.2457,True,
Mean Rev,W,1H,2.0,3.0,9.0,92.3,13,2.4,19.0,0.81,0.96,3.9,True,
Mean Rev,W,1H,2.0,4.0,9.36,92.3,13,2.4,19.9,0.8,0.98,4.056,True,
Mean Rev,W,1H,2.0,5.0,9.2,92.3,13,2.4,19.5,0.81,0.97,3.9867,True,
Mean Rev,W,1H,2.5,3.0,6.5,92.3,13,2.3,12.5,0.71,0.74,2.8167,True,
Mean Rev,W,1H,2.5,4.0,6.79,92.3,13,2.3,13.2,0.71,0.76,2.9423,True,
Mean Rev,W,1H,2.5,5.0,6.66,92.3,13,2.3,12.9,0.71,0.75,2.886,True,
Mean Rev,HNT,1H,1.0,1.5,3.29,77.8,18,6.0,25.1,0.73,1.22,1.974,True,
Mean Rev,HNT,1H,1.0,2.0,4.21,77.8,18,5.9,35.3,0.84,1.44,2.526,True,
Mean Rev,HNT,1H,1.0,2.5,5.19,77.8,18,5.9,46.3,0.9,1.67,3.114,True,
Mean Rev,HNT,1H,1.0,3.0,4.99,77.8,18,6.4,43.6,0.85,1.62,2.994,True,
Mean Rev,HNT,1H,1.0,4.0,4.81,77.8,18,6.4,41.6,0.81,1.58,2.886,True,
Mean Rev,HNT,1H,1.0,5.0,4.97,77.8,18,6.4,43.4,0.81,1.62,2.982,True,
Mean Rev,HNT,1H,1.25,1.5,2.86,77.8,18,5.9,19.1,0.65,1.08,1.716,True,
Mean Rev,HNT,1H,1.25,2.0,3.61,77.8,18,5.5,26.9,0.77,1.26,2.166,True,
Mean Rev,HNT,1H,1.25,2.5,4.4,77.8,18,5.5,35.2,0.85,1.44,2.64,True,
Mean Rev,HNT,1H,1.25,3.0,4.23,77.8,18,6.3,33.1,0.8,1.4,2.538,True,
Mean Rev,HNT,1H,1.25,4.0,4.09,77.8,18,6.3,31.7,0.76,1.37,2.454,True,
Mean Rev,HNT,1H,1.25,5.0,4.22,77.8,18,6.3,33.0,0.76,1.4,2.532,True,
Mean Rev,HNT,1H,1.5,2.0,3.29,77.8,18,5.2,22.5,0.73,1.13,1.974,True,
Mean Rev,HNT,1H,1.5,2.5,3.95,77.8,18,5.2,29.1,0.81,1.28,2.37,True,
Mean Rev,HNT,1H,1.5,3.0,3.81,77.8,18,6.1,27.5,0.77,1.25,2.286,True,
Mean Rev,HNT,1H,1.5,4.0,3.69,77.8,18,6.1,26.3,0.73,1.23,2.214,True,
Mean Rev,HNT,1H,1.5,5.0,3.8,77.8,18,6.1,27.4,0.73,1.25,2.28,True,
Mean Rev,HNT,1H,2.0,2.5,2.51,76.5,17,6.8,13.8,0.54,1.0,1.4223,True,
Mean Rev,HNT,1H,2.0,3.0,2.4,76.5,17,7.9,12.8,0.5,0.97,1.36,True,
Mean Rev,HNT,1H,2.0,4.0,2.32,76.5,17,7.9,12.0,0.47,0.95,1.3147,True,
Mean Rev,HNT,1H,2.0,5.0,2.4,76.5,17,7.9,12.7,0.48,0.97,1.36,True,
Mean Rev,HNT,1H,2.5,3.0,2.0,76.5,17,8.0,8.7,0.4,0.83,1.1333,True,
Mean Rev,HNT,1H,2.5,4.0,1.93,76.5,17,8.0,8.1,0.38,0.81,1.0937,True,
Mean Rev,HNT,1H,2.5,5.0,2.0,76.5,17,8.0,8.7,0.39,0.83,1.1333,True,
Mean Rev,SOL,4H,1.0,1.5,1.69,60.9,64,11.3,45.7,0.58,1.16,1.69,True,
Mean Rev,SOL,4H,1.0,2.0,1.67,59.4,64,12.8,43.5,0.53,1.14,1.67,True,
Mean Rev,SOL,4H,1.0,2.5,1.71,59.4,64,12.8,46.4,0.54,1.15,1.71,True,
Mean Rev,SOL,4H,1.0,3.0,1.81,59.4,64,12.8,53.4,0.57,1.19,1.81,True,
Mean Rev,SOL,4H,1.0,4.0,1.9,59.4,64,12.8,60.6,0.6,1.22,1.9,True,
Mean Rev,SOL,4H,1.0,5.0,1.98,59.4,64,12.8,67.2,0.61,1.25,1.98,True,
Mean Rev,SOL,4H,1.25,1.5,1.58,61.9,63,10.9,34.6,0.51,1.07,1.58,True,
Mean Rev,SOL,4H,1.25,2.0,1.5,60.3,63,10.9,29.5,0.43,1.04,1.5,True,
Mean Rev,SOL,4H,1.25,2.5,1.55,60.3,63,10.9,32.6,0.45,1.06,1.55,True,
Mean Rev,SOL,4H,1.25,3.0,1.64,60.3,63,10.9,38.8,0.5,1.09,1.64,True,
Mean Rev,SOL,4H,1.25,4.0,1.75,60.3,63,10.9,46.3,0.54,1.13,1.75,True,
Mean Rev,SOL,4H,1.25,5.0,1.82,60.3,63,10.9,51.9,0.56,1.16,1.82,True,
Mean Rev,SOL,4H,1.5,2.0,1.54,62.7,59,8.5,27.1,0.45,0.98,1.54,True,
Mean Rev,SOL,4H,1.5,2.5,1.54,62.7,59,8.5,27.2,0.44,0.98,1.54,True,
Mean Rev,SOL,4H,1.5,3.0,1.62,62.7,59,8.5,32.0,0.48,1.01,1.62,True,
Mean Rev,SOL,4H,1.5,4.0,1.72,62.7,59,8.5,38.0,0.52,1.04,1.72,True,
Mean Rev,SOL,4H,1.5,5.0,1.75,62.7,59,8.5,40.0,0.54,1.06,1.75,True,
Mean Rev,SOL,4H,2.0,2.5,1.76,68.4,57,8.1,27.2,0.54,0.8,1.76,True,
Mean Rev,SOL,4H,2.0,3.0,1.83,68.4,57,8.1,30.1,0.57,0.82,1.83,True,
Mean Rev,SOL,4H,2.0,4.0,1.93,68.4,57,8.1,34.1,0.6,0.84,1.93,True,
Mean Rev,SOL,4H,2.0,5.0,1.96,68.4,57,8.1,35.5,0.61,0.85,1.96,True,
Mean Rev,SOL,4H,2.5,3.0,1.78,69.1,55,7.9,24.3,0.53,0.72,1.78,True,
Mean Rev,SOL,4H,2.5,4.0,1.84,69.1,55,7.9,26.3,0.56,0.74,1.84,True,
Mean Rev,SOL,4H,2.5,5.0,1.84,69.1,55,7.9,26.5,0.56,0.74,1.84,True,
Mean Rev,ETH,4H,1.0,1.5,1.74,62.4,85,11.8,72.2,0.7,1.13,1.74,True,
Mean Rev,ETH,4H,1.0,2.0,1.82,62.4,85,11.7,83.4,0.74,1.16,1.82,True,
Mean Rev,ETH,4H,1.0,2.5,1.71,61.9,84,11.7,70.0,0.66,1.12,1.71,True,
Mean Rev,ETH,4H,1.0,3.0,1.77,61.9,84,11.7,77.3,0.69,1.14,1.77,True,
Mean Rev,ETH,4H,1.0,4.0,1.78,61.9,84,11.7,79.4,0.69,1.15,1.78,True,
Mean Rev,ETH,4H,1.0,5.0,1.73,61.9,84,11.7,72.2,0.66,1.12,1.73,True,
Mean Rev,ETH,4H,1.25,1.5,1.72,64.2,81,10.4,59.6,0.68,1.06,1.72,True,
